CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,Reference Designator,deploymentNumber,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes,electrical.uid,assembly_template_revision
TN313,,,,RS01SUM1-LJ01B-05-HYDLFA104,1,1,2014-09-07T11:25:04,,RS01SUM1-LJ01B-0000,ATAPL-65310-00004,ATAPL-58693-00004,44.56915995,-125.1479121,,774,774,deployed to seafloor in 2013; moved to final position in 2014,,
TN313,,,,RS01SUM1-LJ01B-05-OBSBBA101,1,1,2014-09-07T11:25:04,,RS01SUM1-LJ01B-0000,ATAPL-65310-00004,ATAPL-58328-00004,44.56915733,-125.1479,,775,775,deployed to seafloor in 2013; moved to final position in 2014,,
TN313,,,,RS01SUM1-LJ01B-06-OBSSPA103,1,1,2014-09-01T19:33:00,2019-06-25T00:35:00,RS01SUM1-LJ01B-0000,ATAPL-65310-00004,ATAPL-58331-00009,44.5673945,-125.1441775,,789,789,,,
TN313,,,,RS01SUM1-LJ01B-07-OBSSPA102,1,1,2014-09-01T15:17:00,,RS01SUM1-LJ01B-0000,ATAPL-65310-00004,ATAPL-58331-00004,44.57319486,-125.1439171,,788,788,,,
TN313,,,,RS01SUM1-LJ01B-08-OBSSPA101,1,1,2014-09-01T12:03:00,,RS01SUM1-LJ01B-0000,ATAPL-65310-00004,ATAPL-58331-00003,44.57302925,-125.1524985,,818,818,,,
TN313,,,,RS01SUM1-LJ01B-09-PRESTB102,1,1,2014-09-07T10:22:00,2016-07-23T00:00:00,RS01SUM1-LJ01B-0000,ATAPL-65310-00004,ATAPL-69923-00001,44.56925889,-125.1480476,,775,775,,,
TN313,,,,RS01SUM1-LJ01B-12-VEL3DB104,1,1,2014-09-09T00:27:00,2016-07-23T00:00:00,RS01SUM1-LJ01B-0000,ATAPL-65310-00004,ATAPL-67979-00001,44.56913941,-125.148043,,775,775,,,
SKQ201610S,,,,RS01SUM1-LJ01B-09-PRESTB102,2,1,2016-07-24T04:21:00,2017-08-11T00:30:00,RS01SUM1-LJ01B-0000,ATAPL-65310-00012,ATAPL-69923-00002,44.56924018,-125.1480601,,773,773,,,
SKQ201610S,,,,RS01SUM1-LJ01B-12-VEL3DB104,2,1,2016-07-24T04:21:00,2017-08-11T00:30:00,RS01SUM1-LJ01B-0000,ATAPL-65310-00012,ATAPL-67979-00006,44.56914622,-125.148089,,779,779,,,
RR1714,,,,RS01SUM1-LJ01B-09-PRESTB102,3,1,2017-08-11T23:00:00,,RS01SUM1-LJ01B-0000,ATAPL-65310-00012,ATAPL-69923-00002,44.56924018,-125.1480601,,773,773,,,
RR1714,,,,RS01SUM1-LJ01B-12-VEL3DB104,3,1,2017-08-11T23:00:00,2018-06-26T03:30:00,RS01SUM1-LJ01B-0000,ATAPL-65310-00012,ATAPL-67979-00004,44.56920534,-125.1480193,,774,774,,,
RR1809,,,,RS01SUM1-LJ01B-12-VEL3DB104,4,1,2018-06-26T17:30:00,,RS01SUM1-LJ01B-0000,ATAPL-65310-00012,ATAPL-67979-00002,44.56924612,-125.1480257,,777,777,,,
AT42-12,,,,RS01SUM1-LJ01B-06-OBSSPA103,2,1,2019-06-25T22:14:00,,RS01SUM1-LJ01B-0000,ATAPL-65310-00004,ATAPL-58331-00011,44.56740333,-125.1442024,,790,790,,,
AT42-12,,,,RS01SUM1-LJ01B-12-VEL3DB104,5,1,2019-06-25T13:52:10,,RS01SUM1-LJ01B-0000,ATAPL-65310-00012,ATAPL-67979-00002,44.56914363,-125.147989,,778,778,previously deployed sensor repositioned in 2019,,
