serial,name,value,notes
BBFL2W-1291,CC_dark_counts_cdom,46,date in filename comes from factory characterization sheet
BBFL2W-1291,CC_scale_factor_cdom,0.0835,
BBFL2W-1291,CC_dark_counts_chlorophyll_a,49,
BBFL2W-1291,CC_scale_factor_chlorophyll_a,.0119,
BBFL2W-1291,CC_dark_counts_volume_scatter,48,
BBFL2W-1291,CC_scale_factor_volume_scatter,2.213e-06,
BBFL2W-1291,CC_depolarization_ratio,0.039,Constant
BBFL2W-1291,CC_measurement_wavelength,700,[nm]; Constant
BBFL2W-1291,CC_scattering_angle,124,[degrees]; Constant
BBFL2W-1291,CC_angular_resolution,1.076,Erroneously named constant; this coefficient scales the particulate scattering at 124 degrees to total backscatter from particles
